DRO PID, Title, Publication Type, Authors, ISSN, Parent Publication,Fields Of Research, Publication Year, Scopus Citation Count, Web of Science Citation Count, Journal Impact Factor, SJR, Abstract Views, File Downloads, URL, Open Access
DU:30101985,Three-dimensional neurointerpolation of annual mean precipitation and temperature surfaces for China,Journal Article,"Bryan, Brett A.;Adams, Jonathan M.",0016-7363,Geographical analysis,"0406 Physical Geography And Environmental Geoscience,1604 Human Geography,0909 Geomatic Engineering",2002,17,9,1.905,0.82,125,0,http://dro.deakin.edu.au/view/DU:30101985,FALSE
DU:30102071,Incorporating climate change into ecosystem service assessments and decisions: a review,Journal Article,"Runting, Rebecca K.;Bryan, Brett A.;Dee, Laura E.;Maseyk, Fleur J. F.;Mandle, Lisa;Hamel, Perrine;Wilson, Kerrie A.;Yetka, Kathleen;Possingham, Hugh P.;Rhodes, Jonathan R.",1354-1013,Global change biology,"050204 Environmental Impact Assessment,050102 Ecosystem Function,06 Biological Sciences,05 Environmental Sciences",2017,25,18,8.502,4.768,152,1,http://dro.deakin.edu.au/view/DU:30102071,FALSE
DU:30102043,Impact of agricultural management practices on soil organic carbon: simulation of Australian wheat systems,Journal Article,"Zhao, Gang;Bryan, Brett A;King, Darran;Luo, Zhongkui;Wang, Enli;Song, Xiaodong;Yu, Qiang",1354-1013,Global change biology,"06 Biological Sciences,05 Environmental Sciences",2013,50,52,8.502,4.768,111,1,http://dro.deakin.edu.au/view/DU:30102043,FALSE
DU:30108653,Erratum : species vulnerability to climate change: impacts on spatial conservation priorities and species representation,Journal Article,"Summers, David M;Bryan, Brett A;Crossman, Neville D;Meyer, Waynes S",1354-1013,Global change biology,"06 Biological Sciences,05 Environmental Sciences",2012,41,,8.502,4.768,5,5,http://dro.deakin.edu.au/view/DU:30108653,FALSE
DU:30101719,Species vulnerability to climate change: impacts on spatial conservation priorities and species representation,Journal Article,"Summers, David M;Bryan, Brett A;Crossman, Neville D;Meyer, Waynes S",1354-1013,Global change biology,"06 Biological Sciences,05 Environmental Sciences",2012,32,29,8.502,4.768,138,10,http://dro.deakin.edu.au/view/DU:30101719,FALSE
DU:30102071,Incorporating climate change into ecosystem service assessments and decisions: a review,Journal Article,"Runting, Rebecca K.;Bryan, Brett A.;Dee, Laura E.;Maseyk, Fleur J. F.;Mandle, Lisa;Hamel, Perrine;Wilson, Kerrie A.;Yetka, Kathleen;Possingham, Hugh P.;Rhodes, Jonathan R.",1365-2486,Global change biology,"050204 Environmental Impact Assessment,050102 Ecosystem Function,06 Biological Sciences,05 Environmental Sciences",2017,25,18,8.502,4.768,152,1,http://dro.deakin.edu.au/view/DU:30102071,FALSE
DU:30102052,"Land use efficiency: anticipating future demand for land-sector greenhouse gas emissions abatement and managing trade-offs with agriculture, water, and biodiversity",Journal Article,"Bryan, Brett A.;Crossman, Neville D.;Nolan, Martin;Li, Jing;Navarro, Javier;Connor, Jeffrey D.",1365-2486,Global change biology,"06 Biological Sciences,05 Environmental Sciences",2015,20,20,8.502,4.768,142,1,http://dro.deakin.edu.au/view/DU:30102052,FALSE
DU:30108653,Erratum : species vulnerability to climate change: impacts on spatial conservation priorities and species representation,Journal Article,"Summers, David M;Bryan, Brett A;Crossman, Neville D;Meyer, Waynes S",1365-2486,Global change biology,"06 Biological Sciences,05 Environmental Sciences",2012,41,,8.502,4.768,5,5,http://dro.deakin.edu.au/view/DU:30108653,FALSE
DU:30101719,Species vulnerability to climate change: impacts on spatial conservation priorities and species representation,Journal Article,"Summers, David M;Bryan, Brett A;Crossman, Neville D;Meyer, Waynes S",1365-2486,Global change biology,"06 Biological Sciences,05 Environmental Sciences",2012,32,29,8.502,4.768,138,10,http://dro.deakin.edu.au/view/DU:30101719,FALSE
DU:30102050,Sustainable limits to crop residue harvest for bioenergy: maintaining soil carbon in Australia's agricultural lands,Journal Article,"Zhao, Gang;Bryan, Brett A.;King, Darran;Luo, Zhongkui;Wang, Enli;Yu, Qiang",1757-1693,GCB bioenergy,,2015,15,5,4.655,1.734,123,2,http://dro.deakin.edu.au/view/DU:30102050,FALSE
DU:30109719,"Biofuels agriculture: landscape-scale trade-offs between fuel, economics, carbon, energy, food, and fiber",Journal Article,"Bryan, Brett;King, D;Wang, E",1757-1693,GLOBAL CHANGE BIOLOGY BIOENERGY,,2010,,55,4.655,1.734,10,2,http://dro.deakin.edu.au/view/DU:30109719,FALSE
DU:30102050,Sustainable limits to crop residue harvest for bioenergy: maintaining soil carbon in Australia's agricultural lands,Journal Article,"Zhao, Gang;Bryan, Brett A.;King, Darran;Luo, Zhongkui;Wang, Enli;Yu, Qiang",1757-1707,GCB bioenergy,,2015,15,5,4.655,1.734,123,2,http://dro.deakin.edu.au/view/DU:30102050,FALSE
DU:30109719,"Biofuels agriculture: landscape-scale trade-offs between fuel, economics, carbon, energy, food, and fiber",Journal Article,"Bryan, Brett;King, D;Wang, E",1757-1707,GLOBAL CHANGE BIOLOGY BIOENERGY,,2010,,55,4.655,1.734,10,2,http://dro.deakin.edu.au/view/DU:30109719,FALSE
DU:30102076,Land-use and sustainability under intersecting global change and domestic policy scenarios: trajectories for Australia to 2050,Journal Article,"Bryan, Brett A.;Nolan, Martin;McKellar, Lisa;Connor, Jeffery D.;Newth, David;Harwood, Tom;King, Darran;Navarro, Javier;Cai, Yiyong;Gao, Lei;Grundy, Mike;Graham, Paul;Ernst, Andreas;Dunstall, Simon;Stock, Florian;Brinsmead, Thomas;Harman, Ian;Grigg, Nicola J.;Battaglia, Michael;Keating, Brian;Wonhas, Alex;Hatfield-Dodds, Steve",0959-3780,Global environmental change,MD Multidisciplinary,2016,26,27,6.327,3.507,156,69,http://dro.deakin.edu.au/view/DU:30102076,TRUE
DU:30102055,Supply of carbon sequestration and biodiversity services from Australia's agricultural land under global change,Journal Article,"Bryan, Brett Anthony;Nolan, M;Harwood, TD;Connor, JD;Navarro-Garcia, J;King, D;Summers, DM;Newth, D;Cai, Y;Grigg, N;Harman, I;Crossman, ND;Grundy, MJ;Finnigan, JJ;Ferrier, S;Williams, KJ;Wilson, KA;Law, EA;Hatfield-Dodds, S",0959-3780,Global environmental change,MD Multidisciplinary,2014,30,29,6.327,3.507,126,2,http://dro.deakin.edu.au/view/DU:30102055,FALSE
DU:30102076,Land-use and sustainability under intersecting global change and domestic policy scenarios: trajectories for Australia to 2050,Journal Article,"Bryan, Brett A.;Nolan, Martin;McKellar, Lisa;Connor, Jeffery D.;Newth, David;Harwood, Tom;King, Darran;Navarro, Javier;Cai, Yiyong;Gao, Lei;Grundy, Mike;Graham, Paul;Ernst, Andreas;Dunstall, Simon;Stock, Florian;Brinsmead, Thomas;Harman, Ian;Grigg, Nicola J.;Battaglia, Michael;Keating, Brian;Wonhas, Alex;Hatfield-Dodds, Steve",1872-9495,Global environmental change,MD Multidisciplinary,2016,26,27,6.327,3.507,156,69,http://dro.deakin.edu.au/view/DU:30102076,TRUE
DU:30102070,Mixed policies give more options in multifunctional tropical forest landscapes,Journal Article,"Law, Elizabeth A.;Bryan, Brett A.;Meijaard, Erik;Mallawaarachchi, Thilak;Struebig, Matthew J.;Watts, Matthew E.;Wilson, Kerrie A.",0021-8901,Journal of applied ecology,"0501 Ecological Applications,0502 Environmental Science And Management,0602 Ecology",2017,12,11,5.301,2.869,147,1,http://dro.deakin.edu.au/view/DU:30102070,FALSE
DU:30113992,Reducing risk in reserve selection using modern portfolio theory: coastal planning under sea-level rise,Journal Article,"Runting, Rebecca K.;Beyer, Hawthorne L.;Dujardin, Yann;Lovelock, Catherine E.;Bryan, Brett A.;Rhodes, Jonathan R.",0021-8901,Journal of applied ecology,"0501 Ecological Applications,0502 Environmental Science And Management,0602 Ecology",2018,2,2,5.301,2.869,42,0,http://dro.deakin.edu.au/view/DU:30113992,FALSE
DU:30102070,Mixed policies give more options in multifunctional tropical forest landscapes,Journal Article,"Law, Elizabeth A.;Bryan, Brett A.;Meijaard, Erik;Mallawaarachchi, Thilak;Struebig, Matthew J.;Watts, Matthew E.;Wilson, Kerrie A.",1365-2664,Journal of applied ecology,"0501 Ecological Applications,0502 Environmental Science And Management,0602 Ecology",2017,12,11,5.301,2.869,147,1,http://dro.deakin.edu.au/view/DU:30102070,FALSE
DU:30113992,Reducing risk in reserve selection using modern portfolio theory: coastal planning under sea-level rise,Journal Article,"Runting, Rebecca K.;Beyer, Hawthorne L.;Dujardin, Yann;Lovelock, Catherine E.;Bryan, Brett A.;Rhodes, Jonathan R.",1365-2664,Journal of applied ecology,"0501 Ecological Applications,0502 Environmental Science And Management,0602 Ecology",2018,2,2,5.301,2.869,42,0,http://dro.deakin.edu.au/view/DU:30113992,FALSE
DU:30101590,Managing too little and too much water: robust mine-water management strategies under variable climate and mine conditions,Journal Article,"Gao, Lei;Bryan, Brett A.;Liu, Jian;Li, Wanggen;Chen, Yun;Liu, Rui;Barrett, Damian",0959-6526,Journal of cleaner production,"0907 Environmental Engineering,0910 Manufacturing Engineering,0915 Interdisciplinary Engineering",2017,10,7,5.715,1.615,158,1,http://dro.deakin.edu.au/view/DU:30101590,FALSE
DU:30102073,Models of reforestation productivity and carbon sequestration for land use and climate change adaptation planning in South Australia,Journal Article,"Hobbs, Trevor J.;Neumann, Craig R.;Meyer, Wayne S.;Moon, Travis;Bryan, Brett A.",0301-4797,Journal of environmental management,MD Multidisciplinary,2016,5,5,4.01,1.141,149,1,http://dro.deakin.edu.au/view/DU:30102073,FALSE
DU:30102062,"Real options analysis for land use management: methods, application, and implications for policy",Journal Article,"Regan, Courtney M.;Bryan, Brett A.;Connor, Jeffrey D.;Meyer, Wayne S.;Ostendorf, Bertram;Zhu, Zili;Bao, Chenming",0301-4797,Journal of environmental management,MD Multidisciplinary,2015,21,19,4.01,1.141,118,1,http://dro.deakin.edu.au/view/DU:30102062,FALSE
DU:30102066,Identifying the spatial and temporal variability of economic opportunity costs to promote the adoption of alternative land uses in grain growing agricultural areas: an Australian example,Journal Article,"Lyle, G.;Bryan, B.A.;Ostendorf, B.",0301-4797,Journal of environmental management,MD Multidisciplinary,2015,4,4,4.01,1.141,117,1,http://dro.deakin.edu.au/view/DU:30102066,FALSE
DU:30102002,Systematic regional planning for multiple objective natural resource management,Journal Article,"Bryan, Brett;Crossman, ND",0301-4797,Journal of Environmental Management,MD Multidisciplinary,2008,70,61,4.01,1.141,7,0,http://dro.deakin.edu.au/view/DU:30102002,FALSE
DU:30102901,Climate change and the economics of biomass energy feedstocks in semi-arid agricultural landscapes: a spatially explicit real options analysis,Journal Article,"Regan, Courtney M.;Connor, Jeffery D.;Raja Segaran, Ramesh;Meyer, Wayne S.;Bryan, Brett A.;Ostendorf, Bertram",0301-4797,Journal of environmental management,"050101 Ecological Impacts of Climate Change,060306 Evolutionary Impacts of Climate Change,050205 Environmental Management,MD Multidisciplinary",2017,6,6,4.01,1.141,108,1,http://dro.deakin.edu.au/view/DU:30102901,FALSE
DU:30102073,Models of reforestation productivity and carbon sequestration for land use and climate change adaptation planning in South Australia,Journal Article,"Hobbs, Trevor J.;Neumann, Craig R.;Meyer, Wayne S.;Moon, Travis;Bryan, Brett A.",1095-8630,Journal of environmental management,MD Multidisciplinary,2016,5,5,4.01,1.141,149,1,http://dro.deakin.edu.au/view/DU:30102073,FALSE
DU:30102062,"Real options analysis for land use management: methods, application, and implications for policy",Journal Article,"Regan, Courtney M.;Bryan, Brett A.;Connor, Jeffrey D.;Meyer, Wayne S.;Ostendorf, Bertram;Zhu, Zili;Bao, Chenming",1095-8630,Journal of environmental management,MD Multidisciplinary,2015,21,19,4.01,1.141,118,1,http://dro.deakin.edu.au/view/DU:30102062,FALSE
DU:30102066,Identifying the spatial and temporal variability of economic opportunity costs to promote the adoption of alternative land uses in grain growing agricultural areas: an Australian example,Journal Article,"Lyle, G.;Bryan, B.A.;Ostendorf, B.",1095-8630,Journal of environmental management,MD Multidisciplinary,2015,4,4,4.01,1.141,117,1,http://dro.deakin.edu.au/view/DU:30102066,FALSE
DU:30102017,Adaptive management for mitigating Cryptosporidium risk in source water: a case study in an agricultural catchment in South Australia,Journal Article,"Bryan, Brett A.;Kandulu, John;Deere, Daniel A.;White, Monique;Frizenschaf, Jacqueline;Crossman, Neville D.",1095-8630,Journal of environmental management,MD Multidisciplinary,2009,23,21,4.01,1.141,8,0,http://dro.deakin.edu.au/view/DU:30102017,FALSE
DU:30102015,"Agricultural commodity mapping for land use change assessment and environmental management: an application in the Murray-Darling Basin, Australia",Journal Article,"Bryan, Brett A.;Barry, Simon;Marvanek, Steve",1747-423X,Journal of land use science,"0701 Agriculture, Land And Farm Management,1205 Urban And Regional Planning,1604 Human Geography",2009,21,20,,0.532,4,0,http://dro.deakin.edu.au/view/DU:30102015,FALSE
DU:30101593,Agricultural land-use dynamics: assessing the relative importance of socioeconomic and biophysical drivers for more targeted policy,Journal Article,"Marcos-Martinez, Raymundo;Bryan, Brett A.;Connor, Jeffrey D.;King, Darran",0264-8377,Land use policy,"070101 Agricultural Land Management,050206 Environmental Monitoring,MD Multidisciplinary",2017,8,6,3.089,1.376,156,1,http://dro.deakin.edu.au/view/DU:30101593,FALSE
DU:30102068,The costs of reforestation: a spatial model of the costs of establishing environmental and carbon plantings,Journal Article,"Summers, David M.;Bryan, Brett A.;Nolan, Martin;Hobbs, Trevor J.",0264-8377,Land use policy,MD Multidisciplinary,2015,15,14,3.089,1.376,123,1,http://dro.deakin.edu.au/view/DU:30102068,FALSE
DU:30102021,Potential of woody biomass production for motivating widespread natural resource management under climate change,Journal Article,"Bryan, Brett;King, D;Wang, E",0264-8377,Land Use Policy,MD Multidisciplinary,2010,34,35,3.089,1.376,3,0,http://dro.deakin.edu.au/view/DU:30102021,FALSE
DU:30102001,An assessment of the economic and environmental potential of biomass production in an agricultural region,Journal Article,"Bryan, Brett A.;Ward, John;Hobbs, Trevor",0264-8377,Land use policy,MD Multidisciplinary,2008,42,33,3.089,1.376,2,0,http://dro.deakin.edu.au/view/DU:30102001,FALSE
DU:30108563,Spatial and temporal patterns of land clearing during policy change,Journal Article,"Simmons, B Alexander;Law, Elizabeth A;Marcos-Martinez, Raymundo;Bryan, Brett A;McAlpine, Clive;Wilson, Kerrie A",0264-8377,Land use policy,MD Multidisciplinary,2018,4,4,3.089,1.376,95,2,http://dro.deakin.edu.au/view/DU:30108563,FALSE
DU:30102036,Identifying strengths and weaknesses of landscape visualisation for effective communication of future alternatives,Journal Article,"Pettit, Christopher J;Raymond, Christopher M;Bryan, Brett A;Lewis, Hayden",0169-2046,Landscape and urban planning,"09 Engineering,05 Environmental Sciences,12 Built Environment And Design",2011,60,54,4.563,1.88,146,1,http://dro.deakin.edu.au/view/DU:30102036,FALSE
DU:30102030,"Targeting the management of ecosystem services based on social values: Where, what, and how?",Journal Article,"Bryan, Brett;Raymond, CM;Crossman, ND;Macdonald, DH",0169-2046,Landscape and Urban Planning,"09 Engineering,05 Environmental Sciences,12 Built Environment And Design",2010,132,120,4.563,1.88,7,0,http://dro.deakin.edu.au/view/DU:30102030,FALSE
DU:30101999,"Physical environmental modeling, visualization and query for supporting landscape planning decisions",Journal Article,"Bryan, Brett A.",0169-2046,Landscape and urban planning,"09 Engineering,05 Environmental Sciences,12 Built Environment And Design",2003,45,32,4.563,1.88,124,1,http://dro.deakin.edu.au/view/DU:30101999,FALSE
DU:30113816,China’s progress towards sustainable land development and ecological civilization,Journal Article,"Sun, Xiufeng;Gao, Lei;Ren, Hai;Ye, Yanqiong;Li, Ang;Stafford-Smith, Mark;Connor, Jeffery D.;Wu, Jianguo;Bryan, Brett A.",0921-2973,Landscape ecology,"04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2018,2,1,3.615,1.722,52,1,http://dro.deakin.edu.au/view/DU:30113816,FALSE
DU:30119913,Ecological civilization: perspectives from landscape ecology and landscape sustainability science,Journal Article,"Frazier, AE;Bryan, Brett;Buyantuev, A;Chen, L;Echeverria, C;Jia, P;Liu, L;Li, Q;Ouyang, Z;Wu, J;Xiang, WN;Yang, J;Yang, L;Zhao, S",0921-2973,Landscape Ecology,"04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2019,,,3.615,1.722,0,0,http://dro.deakin.edu.au/view/DU:30119913,FALSE
DU:30113816,China’s progress towards sustainable land development and ecological civilization,Journal Article,"Sun, Xiufeng;Gao, Lei;Ren, Hai;Ye, Yanqiong;Li, Ang;Stafford-Smith, Mark;Connor, Jeffery D.;Wu, Jianguo;Bryan, Brett A.",1572-9761,Landscape ecology,"04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2018,2,1,3.615,1.722,52,1,http://dro.deakin.edu.au/view/DU:30113816,FALSE
DU:30119913,Ecological civilization: perspectives from landscape ecology and landscape sustainability science,Journal Article,"Frazier, AE;Bryan, Brett;Buyantuev, A;Chen, L;Echeverria, C;Jia, P;Liu, L;Li, Q;Ouyang, Z;Wu, J;Xiang, WN;Yang, J;Yang, L;Zhao, S",1572-9761,Landscape Ecology,"04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2019,,,3.615,1.722,0,0,http://dro.deakin.edu.au/view/DU:30119913,FALSE
DU:30101592,Finding pathways to national-scale land-sector sustainability,Journal Article,"Gao, Lei;Bryan, Brett A.",1476-4687,Nature,"070199 Agriculture, Land and Farm Management not elsewhere classified,050202 Conservation and Biodiversity,MD Multidisciplinary",2017,29,32,40.137,18.134,124,1,http://dro.deakin.edu.au/view/DU:30101592,FALSE
DU:30102060,Australia is 'free to choose' economic growth and falling environmental pressures,Journal Article,"Hatfield-Dodds, Steve;Schandl, Heinz;Adams, Philip D.;Baynes, Timothy M.;Brinsmead, Thomas S.;Bryan, Brett A.;Chiew, Francis S.;Graham, Paul W.;Grundy, Mike;Harwood, Tom;McCallum, Rebecca;McCrea, Rod;McKellar, Lisa E.;Newth, David;Nolan, Martin;Prosser, Ian;Wonhas, Alex",1476-4687,Nature: international weekly journal of science,MD Multidisciplinary,2015,44,45,40.137,18.134,151,1,http://dro.deakin.edu.au/view/DU:30102060,FALSE
DU:30113255,China's response to a national land-system sustainability emergency,Journal Article,"Bryan, Brett A;Gao, Lei;Ye, Yangqiong;Sun, Xiufeng;Connor, Jeffery D;Crossman, Neville D;Stafford-Smith, Mark;Wu, Jianguo;He, Chunyang;Yu, Deyong;Liu, Zhifeng;Li, Ang;Huang, Qingxu;Ren, Hai;Deng, Xiangxheng;Zheng, Hua;Niu, Jianming;Han, Guodong;Hou, Xiangyang",1476-4687,Nature: international journal of science,MD Multidisciplinary,2018,23,17,40.137,18.134,79,0,http://dro.deakin.edu.au/view/DU:30113255,FALSE
DU:30085140,Designer policy for carbon and biodiversity co-benefits under global change,Journal Article,"Bryan, Brett A.;Runting, Rebecca K.;Capon, Tim;Perring, Michael P.;Cunningham, Shaun C.;Kragt, Marit E.;Nolan, Martin;Law, Elizabeth A.;Renwick, Anna R.;Eber, Sue;Christian, Rochelle;Wilson, Kerrie A.",1758-678X,Nature climate change,"050205 Environmental Management,050205 Environmental Management",2016,17,17,19.304,8.256,179,2,http://dro.deakin.edu.au/view/DU:30085140,FALSE
DU:30102012,Modelling farming systems performance at catchment and regional scales to support natural resource management,Journal Article,"Wang, E;Cresswell, H;Bryan, Brett;Glover, M;King, D",1573-5214,NJAS - Wageningen Journal of Life Sciences,07 Agricultural And Veterinary Sciences,2009,17,17,1,0.312,6,0,http://dro.deakin.edu.au/view/DU:30102012,FALSE
DU:30101545,What actually confers adaptive capacity? Insights from agro-climatic vulnerability of Australian wheat,Journal Article,"Bryan, Brett A.;Huai, Jianjun;Connor, Jeff;Gao, Lei;King, Darran;Kandulu, John;Zhao, Gang",1932-6203,PloS one,"070103 Agricultural Production Systems Simulation,070108 Sustainable Agricultural Development,MD Multidisciplinary",2015,9,8,2.806,1.201,122,14,http://dro.deakin.edu.au/view/DU:30101545,TRUE
DU:30102058,Post-processing methods to eliminate erroneous grain yield measurements: review and directions for future development,Journal Article,"Lyle, G;Bryan, Brett Anthony;Ostendorf, B",1385-2256,Precision agriculture,"0703 Crop And Pasture Production,0703 Crop And Pasture Production",2014,14,11,2.012,0.689,112,1,http://dro.deakin.edu.au/view/DU:30102058,FALSE
DU:30108753,Inequality in access to cultural ecosystem services from protected areas in the Chilean biodiversity hotspot,Journal Article,"Martinez-Harms, Maria Jose;Bryan, Brett A.;Wood, Spencer A.;Fisher, David M.;Law, Elizabeth;Rhodes, Jonathon R.;Dobbs, Cynnamon;Biggs, Duan;Wilson, Kerrie A.",0048-9697,Science of the total environment,"MD Multidisciplinary,MD Multidisciplinary",2018,2,2,4.9,1.621,102,1,http://dro.deakin.edu.au/view/DU:30108753,FALSE
DU:30102074,Regional engagement and spatial modelling for natural resource management planning,Journal Article,"Meyer, Wayne S.;Bryan, Brett A.;Summers, David M.;Lyle, Greg;Wells, Sam;McLean, Josie;Siebentritt, Mark",1862-4057,Sustainability science,"MD Multidisciplinary,MD Multidisciplinary",2016,6,6,3.429,1.096,128,19,http://dro.deakin.edu.au/view/DU:30102074,TRUE
DU:30102003,Exploring the cost effectiveness of land conservation auctions and payment policies,Journal Article,"Connor, JD;Ward, JR;Bryan, Brett",1364-985X,Australian Journal of Agricultural & Resource Economics,"MD Multidisciplinary,MD Multidisciplinary",2008,59,49,1.826,0.999,8,0,http://dro.deakin.edu.au/view/DU:30102003,FALSE
DU:30102000,A non-geographical application of spatial information systems in pupillometry,Journal Article,"Bryan, Brett A.;Stone, Benjamin P.",1361-1682,Transactions in GIS,"0804 Data Format,0909 Geomatic Engineering,1604 Human Geography",2003,1,,2.252,0.932,116,0,http://dro.deakin.edu.au/view/DU:30102000,FALSE
DU:30113815,Expanding the role of targets in conservation policy,Journal Article,"Doherty, Tim S.;Bland, Lucie M.;Bryan, Brett A.;Neale, Timothy;Nicholson, Emily;Ritchie, Euan G.;Driscoll, Don A.",0169-5347,Trends in ecology and evolution,"06 Biological Sciences,05 Environmental Sciences,06 Biological Sciences,05 Environmental Sciences",2018,2,1,15.268,8.96,79,2,http://dro.deakin.edu.au/view/DU:30113815,FALSE
DU:30102037,Designing a policy mix and sequence for mitigating agricultural non-point source pollution in a water supply catchment,Journal Article,"Bryan, Brett A;Kandulu, John M",0920-4741,Water resources management,"MD Multidisciplinary,MD Multidisciplinary",2011,31,23,2.848,1.355,119,2,http://dro.deakin.edu.au/view/DU:30102037,FALSE
DU:30102016,Cost-effective alternatives for mitigating Cryptosporidium risk in drinking water and enhancing ecosystem services,Journal Article,"Bryan, Brett;Kandulu, JM",0043-1397,Water resources research,"0905 Civil Engineering,0907 Environmental Engineering,1402 Applied Economics",2009,18,12,4.397,2.383,3,0,http://dro.deakin.edu.au/view/DU:30102016,FALSE
DU:30044228,Integrated modelling of cost-effective siting and operation of flow-control infrastructure for river ecosystem conservation,Journal Article,"Higgins, A. J.;Bryan, B. A.;Overton, I. C.;Holland, K.;Lester, R. E.;King, D.;Nolan, M.;Connor, J. D.",0043-1397,Water resources research,"010303 Optimisation,010303 Optimisation",2011,15,13,4.397,2.383,357,51,http://dro.deakin.edu.au/view/DU:30044228,TRUE
DU:30098537,Integrated modelling for the conservation of river ecosystems: Progress in the South Australian River Murray,Conference Paper,"Bryan, Brett;Overton, I;Higgins, A;Holland, K;Lester, Rebecca;King, D;Nolan, M;Connor, JD;Hatton MacDonald, D;Oliver, R;Lorenz, Z;Bjornsson, T;Waanders, P",,"Modelling for Environment's Sake: Proceedings of the 5th Biennial Conference of the International Environmental Modelling and Software Society, iEMSs 2010",,2010,2,,,,13,0,http://dro.deakin.edu.au/view/DU:30098537,FALSE
DU:30102054,Combined aggregation and column generation for land-use trade-off optimisation,Conference Paper,"Nazari, Asef;Ernst, Andreas;Dunstall, Simon;Bryan, Brett;Connor, Jeff;Nolan, Martin;Stock, Florian",,"ISESS 2015 : Proceedings of the 11th IFIPWG 5.11 International Symposium, International Symposium on Environmental Software Systems 2015",050205 Environmental Management,2015,1,,,,115,4,http://dro.deakin.edu.au/view/DU:30102054,FALSE
DU:30102034,A meta-model for soil carbon stock in agricultural soils,Conference Paper,"Luo, Z;Wang, E;Bryan, Brett",,MODSIM 2011 : Sustaining our future: understanding and living with uncertainty : Proceedings of the 19th International Congress on Modelling and Simulation,"050399 Soil Sciences not elsewhere classified,070101 Agricultural Land Management,070108 Sustainable Agricultural Development",2011,0,0,,,116,3,http://dro.deakin.edu.au/view/DU:30102034,FALSE
DU:30102015,"Agricultural commodity mapping for land use change assessment and environmental management: an application in the Murray-Darling Basin, Australia",Journal Article,"Bryan, Brett A.;Barry, Simon;Marvanek, Steve",,Journal of land use science,"0701 Agriculture, Land And Farm Management,1205 Urban And Regional Planning,1604 Human Geography",2009,21,20,,,4,0,http://dro.deakin.edu.au/view/DU:30102015,FALSE
DU:30102011,Quantifying strategic regional priorities for managing natural capital: Compositional exploration of MCA-derived weights,Conference Paper,"Bryan, Brett;Grandgirard, A;Ward, JR",,18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,2009,0,0,,,10,0,http://dro.deakin.edu.au/view/DU:30102011,FALSE
DU:30102013,Integration of landscape-scale and site-scale metrics for prioritising investments in natural capital,Conference Paper,"Crossman, ND;Bryan, Brett;King, D",,18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,2009,4,4,,,15,0,http://dro.deakin.edu.au/view/DU:30102013,FALSE
DU:30102014,Hotspots of threat and opportunity from widespread reforestation for carbon offsets,Conference Paper,"Crossman, ND;Bryan, Brett;Summers, DM",,18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,2009,0,1,,,12,0,http://dro.deakin.edu.au/view/DU:30102014,FALSE
DU:30101991,Challenges encountered during integrated modelling across multiple catchments,Conference Paper,"Crossman, ND;Bryan, Brett",,"iEMSs 2006 : Proceedings of the 3rd Biennial Meeting, Summit on Environmental Modelling and Software",,2006,1,,,,11,0,http://dro.deakin.edu.au/view/DU:30101991,FALSE
DU:30102010,Modelling farmer decision making for natural resource management outcomes,Conference Paper,"Bryan, Brett;Ward, J;Crossman, ND",,"iEMSs 2006 : Proceedings of the 3rd Biennial Meeting, Summit on Environmental Modelling and Software",,2006,0,,,,13,0,http://dro.deakin.edu.au/view/DU:30102010,FALSE
DU:30101989,A generic method for identifying regional koala habitat using GIS,Journal Article,"Bryan, Brett A.",,Australian geographical studies,MD Multidisciplinary,1997,7,,,,10,0,http://dro.deakin.edu.au/view/DU:30101989,FALSE
DU:30102005,Performance of Dryland Agricultural Systems under Future Climate Change in the Lower Murray Region,Conference Paper,"Wang, E;Bryan, Brett;King, D;Hayman, P;Crossman, ND",,MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,2007,0,0,,,11,0,http://dro.deakin.edu.au/view/DU:30102005,FALSE
DU:30101986,Quantitative and qualitative assessment of the accuracy of neurointerpolated annual mean precipitation and temperature surfaces for China,Journal Article,"Bryan, Brett A;Adams, Jonathan M",,Cartography,"0406 Physical Geography And Environmental Geoscience,0909 Geomatic Engineering",2001,3,,,,10,0,http://dro.deakin.edu.au/view/DU:30101986,FALSE
DU:30101984,"Reserve selection for nature conservation in South Australia: Past, present and future",Journal Article,"Bryan, Brett",,Australian Geographical Studies,MD Multidisciplinary,2002,7,,,,12,0,http://dro.deakin.edu.au/view/DU:30101984,FALSE
